"","Season","Team","Roster Continuity","Lg","W","L","WP","Finish","SRS","Pace","Rel_Pace","ORtg","Rel_ORtg","DRtg","Rel_DRtg","Playoffs","Coaches","Top.WS","Winning.Percentage.ratio"
"1167","1999","MIA",0.81,"NBA",52,30,0.634,1,2.75,89.7,-3.4,104.5,0.4,101,-3.1,"Lost E. Conf. Semis","P. Riley (52-30)","A. Mourning (12.9)",1.57575757575758
"1168","1998","MIA",0.77,"NBA",33,17,0.66,1,5.11,84.8,-4.1,104.7,2.5,98.9,-3.3,"Lost E. Conf. 1st Rnd.","P. Riley (33-17)","A. Mourning (7.9)",0.6
"1169","1997","MIA",0.84,"NBA",55,27,0.671,1,5.09,87.9,-2.4,107.6,2.6,102,-3,"Lost E. Conf. 1st Rnd.","P. Riley (55-27)","T. Hardaway (11.7)",0.901639344262295
"1170","1996","MIA",0.56,"NBA",61,21,0.744,1,5.56,88.2,-1.9,106.8,0.1,100.6,-6.1,"Lost E. Conf. Finals","P. Riley (61-21)","T. Hardaway (12.9)",1.45238095238095
"1171","1995","MIA",0.38,"NBA",42,40,0.512,3,1.46,91.1,-0.7,105.3,-2.3,103.8,-3.8,"Lost E. Conf. 1st Rnd.","P. Riley (42-40)","A. Mourning (9.9)",1.3125
"1172","1994","MIA",0.54,"NBA",32,50,0.39,4,-1.85,92.9,0,108.2,-0.1,109.9,1.6,"","K. Loughery (17-29) A. Gentry (15-21)","G. Rice (10.0)",0.761904761904762
"1173","1993","MIA",0.99,"NBA",42,40,0.512,4,2.4,93.8,-1.3,109.5,3.2,106.7,0.4,"Lost E. Conf. 1st Rnd.","K. Loughery (42-40)","G. Rice (10.2)",1.16666666666667
"1174","1992","MIA",0.83,"NBA",36,46,0.439,5,-0.93,94.6,-2.2,107.7,-0.3,108.9,0.9,"","K. Loughery (36-46)","G. Long (6.5)",0.947368421052632
"1175","1991","MIA",0.85,"NBA",38,44,0.463,4,-3.94,97.7,1.1,106.7,-1.5,110.9,2.7,"Lost E. Conf. 1st Rnd.","K. Loughery (38-44)","G. Rice (7.9)",1.58333333333333
"1176","1990","MIA",0.74,"NBA",24,58,0.293,6,-5.91,99.3,1.5,102,-5.9,108.1,0.2,"","R. Rothstein (24-58)","S. Douglas (5.4)",1.33333333333333
"1177","1989","MIA",0.59,"NBA",18,64,0.22,5,-9.59,101,2.7,99.3,-8.8,108.9,0.8,"","R. Rothstein (18-64)","S. Douglas (4.4)",1.2
"1178","1988","MIA",NA,"NBA",15,67,0.183,6,-11.13,99.1,-1.5,97.8,-10,109,1.2,"","R. Rothstein (15-67)","G. Long (4.6)",NA
"1179","2017","CHA",0.73,"NBA",13,22,0.371,3,-0.65,98.6,1.5,105.3,-2.5,107.1,-0.7,"","S. Clifford (13-22)","K. Walker (3.4)",0.361111111111111
"1180","2016","CHA",0.8,"NBA",36,46,0.439,4,-0.07,95.7,-0.7,108.8,0,108.6,-0.2,"","S. Clifford (36-46)","K. Walker (8.1)",0.75
"1181","2015","CHA",0.51,"NBA",48,34,0.585,3,2.36,95.7,-0.1,107.1,0.7,104.3,-2.1,"Lost E. Conf. 1st Rnd.","S. Clifford (48-34)","K. Walker (9.9)",1.45454545454545
"1182","2014","CHA",0.61,"NBA",33,49,0.402,4,-3.44,93,-0.9,100.1,-5.5,103.5,-2.1,"","S. Clifford (33-49)","A. Jefferson (4.7)",0.767441860465116
"1183","2013","CHA",0.64,"NBA",43,39,0.524,3,-0.89,92.4,-1.5,103.6,-3.1,103.8,-2.9,"Lost E. Conf. 1st Rnd.","S. Clifford (43-39)","A. Jefferson (7.8)",2.04761904761905
"1184","2012","CHA",0.49,"NBA",21,61,0.256,4,-9.29,91.5,-0.5,101.5,-4.4,111.5,5.6,"","M. Dunlap (21-61)","K. Walker (4.8)",3
"1185","2011","CHA",0.57,"NBA",7,59,0.106,5,-13.96,91.1,-0.2,95.2,-9.4,110.4,5.8,"","P. Silas (7-59)","D. Brown (2.3)",0.205882352941176
"1186","2010","CHA",0.7,"NBA",34,48,0.415,4,-4.08,89.6,-2.5,103.4,-3.9,107.8,0.5,"","L. Brown (9-19) P. Silas (25-29)","D. Augustin (6.2)",0.772727272727273
"1187","2009","CHA",0.59,"NBA",44,38,0.537,4,1.3,90.4,-2.3,104.4,-3.2,102.8,-4.8,"Lost E. Conf. 1st Rnd.","L. Brown (44-38)","G. Wallace (11.5)",1.25714285714286
"1188","2008","CHA",0.52,"NBA",35,47,0.427,4,-1.2,88.3,-3.4,104.7,-3.6,106.1,-2.2,"","L. Brown (35-47)","G. Wallace (9.5)",1.09375
"1189","2007","CHA",0.66,"NBA",32,50,0.39,4,-4.49,91.8,-0.6,104.6,-2.9,109.4,1.9,"","S. Vincent (32-50)","J. Richardson (7.4)",0.96969696969697
"1190","2006","CHA",0.72,"NBA",33,49,0.402,4,-3.97,92,0.1,103.6,-2.9,107.6,1.1,"","B. Bickerstaff (33-49)","G. Wallace (7.7)",1.26923076923077
"1191","2005","CHA",0.66,"NBA",26,56,0.317,4,-3.9,93.4,2.9,102.5,-3.7,106.7,0.5,"","B. Bickerstaff (26-56)","G. Wallace (6.4)",1.44444444444444
"1192","2004","CHA",NA,"NBA",18,64,0.22,4,-6.15,92.3,1.4,101.1,-5,107.5,1.4,"","B. Bickerstaff (18-64)","P. Brezec (4.9)",0.409090909090909
"1193","2001","CHA",0.79,"NBA",44,38,0.537,2,0.57,89.7,-1,104.3,-0.2,103.3,-1.2,"Lost E. Conf. Semis","P. Silas (44-38)","P. Brown (8.2)",0.956521739130435
"1194","2000","CHA",0.55,"NBA",46,36,0.561,3,1.45,89.4,-1.9,101.8,-1.2,99.5,-3.5,"Lost E. Conf. Semis","P. Silas (46-36)","B. Davis (8.9)",0.938775510204082
"1195","1999","CHA",0.67,"NBA",49,33,0.598,2,2.33,93.9,0.8,104.3,0.2,101.4,-2.7,"Lost E. Conf. 1st Rnd.","P. Silas (49-33)","E. Jones (10.1)",1.88461538461538
"1196","1998","CHA",0.36,"NBA",26,24,0.52,5,0.63,89.7,0.8,102.3,0.1,102.4,0.2,"","D. Cowens (4-11) P. Silas (22-13)","D. Wesley (4.8)",0.509803921568627
"1197","1997","CHA",0.58,"NBA",51,31,0.622,3,2.45,89.4,-0.9,107.5,2.5,105.3,0.3,"Lost E. Conf. Semis","D. Cowens (51-31)","G. Rice (9.3)",0.944444444444444
"1198","1996","CHA",0.51,"NBA",54,28,0.659,4,2.13,88.6,-1.5,110.9,4.2,108.9,2.2,"Lost E. Conf. 1st Rnd.","D. Cowens (54-28)","A. Mason (11.4)",1.31707317073171
"1199","1995","CHA",0.45,"NBA",41,41,0.5,6,-0.48,91.6,-0.2,111.2,3.6,111.8,4.2,"","A. Bristow (41-41)","L. Johnson (10.1)",0.82
"1200","1994","CHA",0.82,"NBA",50,32,0.61,2,2.87,91.2,-1.7,109.6,1.3,106.1,-2.2,"Lost E. Conf. 1st Rnd.","A. Bristow (50-32)","A. Mourning (9.4)",1.21951219512195
"1201","1993","CHA",0.66,"NBA",41,41,0.5,5,-0.23,97.5,2.4,108.4,2.1,108.6,2.3,"","A. Bristow (41-41)","H. Hawkins (6.5)",0.931818181818182
"1202","1992","CHA",0.73,"NBA",44,38,0.537,3,-0.02,100.2,3.4,109.5,1.5,109.7,1.7,"Lost E. Conf. Semis","A. Bristow (44-38)","L. Johnson (9.6)",1.41935483870968
"1203","1991","CHA",0.74,"NBA",31,51,0.378,7,-3.57,101.7,5.1,107.1,-1.1,110.9,2.7,"","A. Bristow (31-51)","L. Johnson (8.9)",1.19230769230769
"1204","1990","CHA",0.64,"NBA",26,56,0.317,7,-4.95,97.3,-0.5,105,-2.9,110.4,2.5,"","G. Littles (26-56)","M. Bogues (4.8)",1.36842105263158
"1205","1989","CHA",0.56,"NBA",19,63,0.232,7,-7,98.1,-0.2,102,-6.1,109.9,1.8,"","D. Harter (8-32) G. Littles (11-31)","M. Bogues (6.7)",0.95
"1206","1988","CHA",NA,"NBA",20,62,0.244,6,-7.74,100.3,-0.3,103.7,-4.1,112.1,4.3,"","D. Harter (20-62)","K. Rambis (4.8)",NA
"1207","2017","ORL",0.62,"NBA",12,24,0.333,4,-5.21,99.7,2.6,104.8,-3,110.2,2.4,"","F. Vogel (12-24)","N. Vucevic (2.8)",0.413793103448276
"1208","2016","ORL",0.56,"NBA",29,53,0.354,5,-6.61,96.8,0.4,103.7,-5.1,110.5,1.7,"","F. Vogel (29-53)","E. Payton (4.4)",0.828571428571429
"1209","2015","ORL",0.76,"NBA",35,47,0.427,5,-1.68,96,0.2,105.1,-1.3,106.8,0.4,"","S. Skiles (35-47)","E. Fournier (5.7)",1.4
"1210","2014","ORL",0.52,"NBA",25,57,0.305,5,-5.87,93.8,-0.1,101.6,-4,107.7,2.1,"","J. Vaughn (15-37) J. Borrego (10-20)","N. Vucevic (7.0)",1.08695652173913
"1211","2013","ORL",0.81,"NBA",23,59,0.28,5,-5.88,93.6,-0.3,101.7,-5,107.4,0.7,"","J. Vaughn (23-59)","A. Afflalo (5.3)",1.15
"1212","2012","ORL",0.26,"NBA",20,62,0.244,5,-7.12,92.2,0.2,101.6,-4.3,109.1,3.2,"","J. Vaughn (20-62)","N. Vucevic (5.7)",0.540540540540541
"1213","2011","ORL",0.84,"NBA",37,29,0.561,3,0.46,89,-2.3,105,0.4,104.1,-0.5,"Lost E. Conf. 1st Rnd.","S. Van Gundy (37-29)","R. Anderson (8.9)",0.711538461538462
"1214","2010","ORL",0.64,"NBA",52,30,0.634,2,4.92,91.2,-0.9,107.9,0.6,102,-5.3,"Lost E. Conf. 1st Rnd.","S. Van Gundy (52-30)","D. Howard (14.4)",0.88135593220339
"1215","2009","ORL",0.61,"NBA",59,23,0.72,1,7.12,92,-0.7,111.4,3.8,103.3,-4.3,"Lost E. Conf. Finals","S. Van Gundy (59-23)","D. Howard (13.2)",1
"1216","2008","ORL",0.64,"NBA",59,23,0.72,1,6.48,92.3,0.6,109.2,0.9,101.9,-6.4,"Lost Finals","S. Van Gundy (59-23)","D. Howard (13.8)",1.13461538461538
"1217","2007","ORL",0.69,"NBA",52,30,0.634,1,4.79,93.4,1,111.3,3.8,105.5,-2,"Lost E. Conf. Semis","S. Van Gundy (52-30)","D. Howard (12.9)",1.3
"1218","2006","ORL",0.92,"NBA",40,42,0.488,3,0.35,89.9,-2,104.9,-1.6,104.1,-2.4,"Lost E. Conf. 1st Rnd.","B. Hill (40-42)","D. Howard (9.7)",1.11111111111111
"1219","2005","ORL",0.83,"NBA",36,46,0.439,3,-1.26,88.3,-2.2,106.3,0.1,107.5,1.3,"","B. Hill (36-46)","D. Howard (8.6)",1
"1220","2004","ORL",0.11,"NBA",36,46,0.439,3,-2.52,94.7,3.8,104.9,-1.2,107.3,1.2,"","J. Davis (31-33) C. Jent (5-13)","D. Howard (7.3)",1.71428571428571
"1221","2003","ORL",0.42,"NBA",21,61,0.256,7,-7.25,90.8,0.7,102.7,-0.2,110.4,7.5,"","D. Rivers (1-10) J. Davis (20-51)","T. McGrady (8.4)",0.5
"1222","2002","ORL",0.68,"NBA",42,40,0.512,4,-0.39,93.1,2.1,105.2,1.6,105,1.4,"Lost E. Conf. 1st Rnd.","D. Rivers (42-40)","T. McGrady (16.1)",0.954545454545455
"1223","2001","ORL",0.78,"NBA",44,38,0.537,3,1.25,93.2,2.5,107,2.5,105.3,0.8,"Lost E. Conf. 1st Rnd.","D. Rivers (44-38)","T. McGrady (11.5)",1.02325581395349
"1224","2000","ORL",0.56,"NBA",43,39,0.524,4,0.39,93.2,1.9,103.2,0.2,102.1,-0.9,"Lost E. Conf. 1st Rnd.","D. Rivers (43-39)","T. McGrady (12.2)",1.04878048780488
"1225","1999","ORL",0.33,"NBA",41,41,0.5,4,0.43,97.3,4.2,102.4,-1.7,101.7,-2.4,"","D. Rivers (41-41)","D. Armstrong (8.0)",1.24242424242424
"1226","1998","ORL",0.7,"NBA",33,17,0.66,2,3.11,88.8,-0.1,100.3,-1.9,97.4,-4.8,"Lost E. Conf. 1st Rnd.","C. Daly (33-17)","D. Armstrong (6.4)",0.804878048780488
"1227","1997","ORL",0.63,"NBA",41,41,0.5,5,-0.53,87.1,-3.2,102.6,-2.4,103.8,-1.2,"","C. Daly (41-41)","B. Outlaw (7.6)",0.911111111111111
"1228","1996","ORL",0.62,"NBA",45,37,0.549,3,-0.07,88.3,-1.8,105.6,-1.1,106,-0.7,"Lost E. Conf. 1st Rnd.","B. Hill (24-25) R. Adubato (21-12)","A. Hardaway (8.1)",0.75
"1229","1995","ORL",0.87,"NBA",60,22,0.732,1,5.4,91.8,0,112.9,5.3,106.9,-0.7,"Lost E. Conf. Finals","B. Hill (60-22)","A. Hardaway (14.4)",1.05263157894737
"1230","1994","ORL",0.76,"NBA",57,25,0.695,1,6.44,95.1,2.2,115.1,6.8,107.8,-0.5,"Lost Finals","B. Hill (57-25)","S. O'Neal (14.0)",1.14
"1231","1993","ORL",0.76,"NBA",50,32,0.61,2,3.68,95.2,0.1,110.8,4.5,106.7,0.4,"Lost E. Conf. 1st Rnd.","B. Hill (50-32)","S. O'Neal (16.9)",1.21951219512195
"1232","1992","ORL",0.62,"NBA",41,41,0.5,4,1.35,96.3,-0.5,108.5,0.5,107.1,-0.9,"","M. Guokas (41-41)","S. O'Neal (10.4)",1.95238095238095
"1233","1991","ORL",0.74,"NBA",21,61,0.256,7,-6.52,98,1.4,103.5,-4.7,110.5,2.3,"","M. Guokas (21-61)","T. Catledge (4.6)",0.67741935483871
"1234","1990","ORL",0.76,"NBA",31,51,0.378,4,-3.79,99.5,1.7,105.9,-2,109.9,2,"","M. Guokas (31-51)","S. Skiles (7.0)",1.72222222222222
"1235","1989","ORL",NA,"NBA",18,64,0.22,7,-8.73,104.1,5.8,105.8,-2.3,114.3,6.2,"","M. Guokas (18-64)","O. Smith (3.3)",NA
"1236","2017","ATL",0.51,"NBA",9,26,0.257,5,-4.47,97.1,0,106.7,-1.1,111.4,3.6,"","M. Budenholzer (9-26)","J. Collins (2.3)",0.209302325581395
"1237","2016","ATL",0.68,"NBA",43,39,0.524,2,-1.23,97.4,1,104.9,-3.9,105.7,-3.1,"Lost E. Conf. 1st Rnd.","M. Budenholzer (43-39)","D. Howard (8.3)",0.895833333333333
"1238","2015","ATL",0.87,"NBA",48,34,0.585,2,3.49,97.1,1.3,105.1,-1.3,101.4,-5,"Lost E. Conf. Semis","M. Budenholzer (48-34)","P. Millsap (10.1)",0.8
"1239","2014","ATL",0.88,"NBA",60,22,0.732,1,4.75,93.9,0,108.9,3.3,103.1,-2.5,"Lost E. Conf. Finals","M. Budenholzer (60-22)","A. Horford (8.7)",1.57894736842105
"1240","2013","ATL",0.53,"NBA",38,44,0.463,4,-0.88,94.6,0.7,105.9,-0.8,106.4,-0.3,"Lost E. Conf. 1st Rnd.","M. Budenholzer (38-44)","P. Millsap (6.7)",0.863636363636364
"1241","2012","ATL",0.52,"NBA",44,38,0.537,2,-0.08,92.6,0.6,104.8,-1.1,104.4,-1.5,"Lost E. Conf. 1st Rnd.","L. Drew (44-38)","A. Horford (8.8)",1.1
"1242","2011","ATL",0.72,"NBA",40,26,0.606,2,2.67,90.2,-1.1,104.9,0.3,101.2,-3.4,"Lost E. Conf. 1st Rnd.","L. Drew (40-26)","J. Smith (6.8)",0.909090909090909
"1243","2010","ATL",0.88,"NBA",44,38,0.537,3,-1.1,89.3,-2.8,106.1,-1.2,107,-0.3,"Lost E. Conf. Semis","L. Drew (44-38)","A. Horford (10.1)",0.830188679245283
"1244","2009","ATL",0.8,"NBA",53,29,0.646,2,4.44,90.1,-2.6,111.9,4.3,106.7,-0.9,"Lost E. Conf. Semis","M. Woodson (53-29)","A. Horford (10.9)",1.12765957446809
"1245","2008","ATL",0.79,"NBA",47,35,0.573,2,1.7,89.6,-2.1,109.3,1,107.6,-0.7,"Lost E. Conf. Semis","M. Woodson (47-35)","J. Johnson (7.6)",1.27027027027027
"1246","2007","ATL",0.76,"NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost E. Conf. 1st Rnd.","M. Woodson (37-45)","J. Childress (7.6)",1.23333333333333
"1247","2006","ATL",0.72,"NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"","M. Woodson (30-52)","J. Childress (5.5)",1.15384615384615
"1248","2005","ATL",0.5,"NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"","M. Woodson (26-56)","J. Johnson (6.0)",2
"1249","2004","ATL",0.11,"NBA",13,69,0.159,5,-9.62,91.4,0.5,100.6,-5.5,111.1,5,"","M. Woodson (13-69)","J. Childress (4.6)",0.464285714285714
"1250","2003","ATL",0.52,"NBA",28,54,0.341,7,-5,90.8,0.7,101,-1.9,106.1,3.2,"","T. Stotts (28-54)","S. Abdur-Rahim (6.6)",0.8
"1251","2002","ATL",0.74,"NBA",35,47,0.427,5,-3.87,91,0,102.3,-1.3,106.1,2.5,"","L. Kruger (11-16) T. Stotts (24-31)","S. Abdur-Rahim (9.7)",1.06060606060606
"1252","2001","ATL",0.61,"NBA",33,49,0.402,6,-4.41,91.9,1.2,101.8,-2.7,106.4,1.9,"","L. Kruger (33-49)","J. Terry (8.6)",1.32
"1253","2000","ATL",0.64,"NBA",25,57,0.305,7,-5.55,91.9,0.6,98.7,-4.3,104.3,1.3,"","L. Kruger (25-57)","J. Terry (6.5)",0.892857142857143
"1254","1999","ATL",0.45,"NBA",28,54,0.341,7,-5.41,91.7,-1.4,102,-2.1,107.9,3.8,"","L. Wilkens (28-54)","D. Mutombo (9.9)",0.903225806451613
"1255","1998","ATL",0.68,"NBA",31,19,0.62,2,2.82,85.3,-3.6,100.5,-1.7,97.1,-5.1,"Lost E. Conf. Semis","L. Wilkens (31-19)","D. Mutombo (7.9)",0.62
"1256","1997","ATL",0.86,"NBA",50,32,0.61,4,3.85,87.7,-2.6,108.2,3.2,104.3,-0.7,"Lost E. Conf. 1st Rnd.","L. Wilkens (50-32)","D. Mutombo (10.8)",0.892857142857143
"1257","1996","ATL",0.5,"NBA",56,26,0.683,2,5.52,86.8,-3.3,108.5,1.8,102.3,-4.4,"Lost E. Conf. Semis","L. Wilkens (56-26)","M. Blaylock (12.5)",1.21739130434783
"1258","1995","ATL",0.78,"NBA",46,36,0.561,4,1.29,89.6,-2.2,109.4,1.8,108,0.4,"Lost E. Conf. Semis","L. Wilkens (46-36)","M. Blaylock (9.0)",1.0952380952381
"1259","1994","ATL",0.53,"NBA",42,40,0.512,5,1.06,89.8,-3.1,106.6,-1.7,105.2,-3.1,"Lost E. Conf. 1st Rnd.","L. Wilkens (42-40)","M. Blaylock (9.4)",0.736842105263158
"1260","1993","ATL",0.71,"NBA",57,25,0.695,1,4.94,94.2,-0.9,107.2,0.9,101.7,-4.6,"Lost E. Conf. Semis","L. Wilkens (57-25)","M. Blaylock (10.2)",1.32558139534884
"1261","1992","ATL",0.73,"NBA",43,39,0.524,4,-0.67,97.6,0.8,109.3,1.3,110.2,2.2,"Lost E. Conf. 1st Rnd.","B. Weiss (43-39)","D. Wilkins (10.5)",1.13157894736842
"1262","1991","ATL",0.5,"NBA",38,44,0.463,5,-1.15,97.8,1.2,107.3,-0.9,108.9,0.7,"","B. Weiss (38-44)","K. Willis (8.8)",0.883720930232558
"1263","1990","ATL",0.87,"NBA",43,39,0.524,4,0.72,98.6,0.8,110.9,3,110.1,2.2,"Lost E. Conf. 1st Rnd.","B. Weiss (43-39)","D. Wilkins (11.4)",1.04878048780488
"1264","1989","ATL",0.73,"NBA",41,41,0.5,6,0.64,95.8,-2.5,113,4.9,111.9,3.8,"","M. Fratello (41-41)","D. Wilkins (11.1)",0.788461538461538
"1265","1988","ATL",0.68,"NBA",52,30,0.634,3,5.26,98.3,-2.3,112.2,4.4,107.2,-0.6,"Lost E. Conf. 1st Rnd.","M. Fratello (52-30)","M. Malone (10.7)",1.04
"1266","1987","ATL",0.99,"NBA",50,32,0.61,3,4.02,96.4,-3.2,111.3,3.3,107.6,-0.4,"Lost E. Conf. Semis","M. Fratello (50-32)","D. Wilkins (9.8)",0.87719298245614
"1267","1986","ATL",0.9,"NBA",57,25,0.695,1,7.18,97.4,-3.4,112.6,4.3,105.2,-3.1,"Lost E. Conf. Semis","M. Fratello (57-25)","D. Wilkins (12.2)",1.14
"1268","1985","ATL",0.77,"NBA",50,32,0.61,2,2.59,100,-2.1,107.9,0.7,105.6,-1.6,"Lost E. Conf. Semis","M. Fratello (50-32)","D. Wilkins (10.8)",1.47058823529412
"1269","1984","ATL",0.71,"NBA",34,48,0.415,5,-1.14,99.8,-2.3,105.9,-2,107.3,-0.6,"","M. Fratello (34-48)","D. Wilkins (7.6)",0.85
"1270","1983","ATL",0.78,"NBA",40,42,0.488,3,-1.08,95.3,-6.1,105.5,-2.1,106.9,-0.7,"Lost E. Conf. 1st Rnd.","M. Fratello (40-42)","D. Roundfield (7.1)",0.930232558139535
"1271","1982","ATL",0.73,"NBA",43,39,0.524,2,-0.72,98.9,-4.2,102.2,-2.5,103.2,-1.5,"Lost E. Conf. 1st Rnd.","K. Loughery (43-39)","D. Roundfield (7.4)",1.02380952380952
"1272","1981","ATL",0.73,"NBA",42,40,0.512,2,0.81,95.1,-5.8,105.1,-1.8,104.6,-2.3,"Lost E. Conf. 1st Rnd.","K. Loughery (42-40)","D. Roundfield (6.5)",1.35483870967742
"1273","1980","ATL",0.82,"NBA",31,51,0.378,4,-2.37,99.4,-2.4,104.3,-1.2,107.3,1.8,"","H. Brown (31-48) M. Fratello (0-3)","D. Roundfield (7.0)",0.62
"1274","1979","ATL",0.92,"NBA",50,32,0.61,1,2.83,98.9,-4.2,105.2,-0.1,102.3,-3,"Lost E. Conf. Semis","H. Brown (50-32)","T. Rollins (9.2)",1.08695652173913
"1275","1978","ATL",0.69,"NBA",46,36,0.561,3,1.92,102.5,-3.3,105.6,1.8,103.6,-0.2,"Lost E. Conf. Semis","H. Brown (46-36)","J. Drew (8.9)",1.1219512195122
"1276","1977","ATL",0.47,"NBA",41,41,0.5,4,-0.13,103.3,-3.4,99.7,-1.2,99.8,-1.1,"Lost E. Conf. 1st Rnd.","H. Brown (41-41)","J. Drew (8.9)",1.32258064516129
"1277","1976","ATL",0.43,"NBA",31,51,0.378,6,-3.87,104.6,-1.9,97.8,-1.7,101.6,2.1,"","H. Brown (31-51)","J. Drew (7.9)",1.06896551724138
"1278","1975","ATL",0.83,"NBA",29,53,0.354,5,-2.66,103.6,-1.9,98.4,0.1,101.2,2.9,"","C. Fitzsimmons (28-46) G. Tormohlen (1-7)","J. Drew (10.6)",0.935483870967742
"1279","1974","ATL",0.38,"NBA",31,51,0.378,4,-1.32,106.3,1.8,98.3,0.6,99.5,1.8,"","C. Fitzsimmons (31-51)","J. Drew (7.1)",0.885714285714286
"1280","1973","ATL",0.79,"NBA",35,47,0.427,2,-1.47,110.8,3,97.7,0,99,1.3,"","C. Fitzsimmons (35-47)","L. Hudson (8.8)",0.760869565217391
"1281","1972","ATL",0.89,"NBA",46,36,0.561,2,-0.15,113.8,3.1,98,1.2,98,1.2,"Lost E. Conf. Semis","C. Fitzsimmons (46-36)","L. Hudson (9.3)",1.27777777777778
"1282","1971","ATL",0.5,"NBA",36,46,0.439,2,-1.94,110.7,-1.3,98.7,0.8,100.3,2.4,"Lost E. Conf. Semis","R. Guerin (36-46)","W. Bellamy (10.3)",1
"1283","1970","ATL",0.7,"NBA",36,46,0.439,2,-1.3,117.2,2.1,96.9,-0.3,98.4,1.2,"Lost E. Conf. Semis","R. Guerin (36-46)","L. Hudson (7.9)",0.75
"1284","1969","ATL",0.79,"NBA",48,34,0.585,1,0.31,114.4,-2.7,102.3,3.3,101.9,2.9,"Lost W. Div. Finals","R. Guerin (48-34)","L. Hudson (11.1)",1
"1285","1968","ATL",0.83,"NBA",48,34,0.585,2,2.06,113.9,-3,97.4,1.9,95.5,0,"Lost W. Div. Finals","R. Guerin (48-34)","L. Hudson (10.1)",0.857142857142857
"1286","1967","ATL",0.91,"NBA",56,26,0.683,1,2.37,113.7,-6.1,98.4,1.6,96,-0.8,"Lost W. Div. Semis","R. Guerin (56-26)","Z. Beaty (11.8)",1.43589743589744
"1287","1966","ATL",0.82,"NBA",39,42,0.481,2,-1.44,117.7,-3.9,96.1,0,97.4,1.3,"Lost W. Div. Finals","R. Guerin (39-42)","L. Wilkens (7.6)",1.08333333333333
"1288","1965","ATL",0.79,"NBA",36,44,0.45,3,-0.5,116.6,-4.8,95.6,0.7,96.1,1.2,"Lost W. Div. Finals","R. Guerin (36-44)","Z. Beaty (10.3)",0.8
"1289","1964","ATL",0.9,"NBA",45,35,0.563,2,2.68,115.1,-2.2,94.5,0.9,91.8,-1.8,"Lost W. Div. Semis","H. Gallatin (17-16) R. Guerin (28-19)","Z. Beaty (10.8)",0.978260869565217
"1290","1963","ATL",0.87,"NBA",46,34,0.575,2,1.39,114.6,1.4,95.4,0.8,94,-0.6,"Lost W. Div. Finals","H. Gallatin (46-34)","B. Pettit (14.9)",0.958333333333333
"1291","1962","ATL",0.42,"NBA",48,32,0.6,2,1.38,115.6,0.6,94.8,-1.1,93.3,-2.6,"Lost W. Div. Finals","H. Gallatin (48-32)","B. Pettit (14.3)",1.6551724137931
"1292","1961","ATL",0.73,"NBA",29,51,0.363,4,-2.96,124.6,3.3,95.2,1.6,97.8,4.2,"","P. Seymour (5-9) A. Levane (20-40) B. Pettit (4-2)","B. Pettit (11.5)",0.568627450980392
"1293","1960","ATL",0.71,"NBA",51,28,0.646,1,2.99,129.1,5.6,91.4,-0.7,88.7,-3.4,"Lost Finals","P. Seymour (51-28)","B. Pettit (14.9)",1.10869565217391
"1294","1959","ATL",0.76,"NBA",46,29,0.613,1,1.77,120,-2.3,94,2.9,91.8,0.7,"Lost Finals","E. Macauley (46-29)","C. Hagan (11.8)",0.938775510204082
"1295","1958","ATL",0.76,"NBA",49,23,0.681,1,2.89,115.6,3.6,93.3,3.1,90.1,-0.1,"Lost W. Div. Finals","A. Phillip (6-4) E. Macauley (43-19)","B. Pettit (14.8)",1.19512195121951
"1296","1957","ATL",0.89,"NBA",41,31,0.569,1,0.82,119.5,2.5,89.7,0.9,88.6,-0.2,"Won Finals","A. Hannum (41-31)","B. Pettit (11.0)",1.20588235294118
"1297","1956","ATL",0.58,"NBA",34,38,0.472,1,-0.27,108.3,3.4,89,0.1,89.1,0.2,"Lost Finals","R. Holzman (14-19) S. Martin (5-3) A. Hannum (15-16)","B. Pettit (11.6)",1.03030303030303
"1298","1955","ATL",0.52,"NBA",33,39,0.458,3,-1.42,109.4,6.6,87.6,-2.7,88.9,-1.4,"Lost W. Div. Finals","R. Holzman (33-39)","B. Pettit (13.8)",1.26923076923077
"1299","1954","ATL",0.47,"NBA",26,46,0.361,4,-2.66,100.5,2.4,86.4,-3.4,89.4,-0.4,"","R. Holzman (26-46)","B. Pettit (10.7)",1.23809523809524
"1300","1953","ATL",0.27,"NBA",21,51,0.292,4,-4.55,84.2,0.6,82.9,-4.6,89.2,1.7,"","A. Levane (11-35) R. Holzman (10-16)","G. Ratkovicz (5.2)",0.777777777777778
"1301","1952","ATL",0.27,"NBA",27,44,0.38,5,-2.49,88.6,8.1,84,-4,85.7,-2,"","A. Levane (27-44)","M. Hutchins (6.9)",1.58823529411765
"1302","1951","ATL",NA,"NBA",17,49,0.258,5,-7.04,90.7,4.9,80.4,-6.5,89.1,2.2,"","D. Moore (17-49)","D. Otten (5.6)",0.68
"1303","1950","ATL",NA,"NBA",25,43,0.368,5,-3.22,103.9,18.4,80.8,-4.3,84.4,-0.7,"","D. McMillan (9-14) J. Logan (2-1) M. Todorovich (14-28)","F. Brian (5.6)",0.862068965517241
